2025-08-22 22:12:02,771 - INFO - Coordinates cache database initialized
2025-08-22 22:12:10,193 - WARNING - Could not geocode Taku-Campbell, Anchorage Borough, AK
2025-08-22 22:30:29,044 - WARNING - Attempt 1 failed for Monte Vista: Non-successful status code 503
2025-08-22 22:30:29,319 - WARNING - Could not geocode Desert Harmony, Maricopa County, AZ
2025-08-22 22:30:36,580 - WARNING - Could not geocode Broadway Palms, Maricopa County, AZ
2025-08-22 22:30:37,556 - WARNING - Could not geocode Settler's Meadow, Maricopa County, AZ
2025-08-22 22:30:39,473 - WARNING - Could not geocode Citrus Highlands, Maricopa County, AZ
2025-08-22 22:30:39,613 - INFO - Received an HTTP error (503): Query took too long to process.
2025-08-22 22:30:39,614 - WARNING - Attempt 2 failed for Monte Vista: Non-successful status code 503
2025-08-22 22:30:43,687 - WARNING - Could not geocode Millet Ranch, Maricopa County, AZ
2025-08-22 22:30:48,492 - WARNING - Could not geocode Parkwood Estates, Maricopa County, AZ
2025-08-22 22:30:49,928 - WARNING - Could not geocode Village Park Four, Maricopa County, AZ
2025-08-22 22:30:51,487 - WARNING - Could not geocode Summerset Village, Maricopa County, AZ
2025-08-22 22:30:53,049 - INFO - Received an HTTP error (503): Query took too long to process.
2025-08-22 22:30:53,050 - WARNING - Attempt 3 failed for Monte Vista: Non-successful status code 503
2025-08-22 22:30:53,051 - ERROR - Failed to geocode Monte Vista after 3 attempts
2025-08-22 22:30:53,792 - WARNING - Could not geocode MACH 8, Maricopa County, AZ
2025-08-22 22:31:03,289 - WARNING - Could not geocode Ranchitos Verde, Maricopa County, AZ
2025-08-22 22:31:07,402 - WARNING - Could not geocode Pima Acres, Maricopa County, AZ
2025-08-22 22:31:08,742 - WARNING - Could not geocode Casa Mia, Maricopa County, AZ
2025-08-22 22:31:12,773 - WARNING - Could not geocode Rancho Corona, Maricopa County, AZ
2025-08-22 22:31:16,247 - WARNING - Could not geocode Cottonwoods Crossing, Maricopa County, AZ
2025-08-22 22:31:19,415 - WARNING - Could not geocode Riggs Ranch Meadows, Maricopa County, AZ
2025-08-22 22:31:22,395 - WARNING - Could not geocode Steeple Hill, Maricopa County, AZ
2025-08-22 22:31:27,078 - WARNING - Could not geocode Mitchell Park East, Maricopa County, AZ
2025-08-22 22:31:29,263 - WARNING - Could not geocode Duskfire II, Maricopa County, AZ
2025-08-22 22:31:31,285 - WARNING - Could not geocode Arizona Reflections, Maricopa County, AZ
2025-08-22 22:31:37,484 - WARNING - Could not geocode Chandler Heights Estates, Maricopa County, AZ
2025-08-22 22:31:38,307 - WARNING - Could not geocode Silk Stocking, Maricopa County, AZ
2025-08-22 22:31:42,356 - WARNING - Could not geocode Mesa Valley View, Maricopa County, AZ
2025-08-22 22:31:49,144 - WARNING - Could not geocode Val Vista Meadows, Maricopa County, AZ
2025-08-22 22:31:51,876 - WARNING - Could not geocode Colonia Granada, Maricopa County, AZ
2025-08-22 22:31:53,332 - WARNING - Could not geocode Maple-Ash, Maricopa County, AZ
2025-08-22 22:31:54,749 - WARNING - Could not geocode Oasis at Anozira, Maricopa County, AZ
2025-08-22 22:31:58,484 - WARNING - Could not geocode Lowe Estates, Maricopa County, AZ
2025-08-22 22:32:00,405 - WARNING - Could not geocode Oaktree Park, Maricopa County, AZ
2025-08-22 22:32:01,386 - WARNING - Could not geocode Settler's Point, Maricopa County, AZ
2025-08-22 22:32:08,212 - WARNING - Could not geocode Arrowpoint, Maricopa County, AZ
2025-08-22 22:32:10,090 - WARNING - Could not geocode Forest Knoll North, Maricopa County, AZ
2025-08-22 22:32:10,337 - WARNING - Could not geocode Silverstone Ranch, Maricopa County, AZ
2025-08-22 22:32:12,555 - WARNING - Could not geocode Bird of Paradise Neighbors, Maricopa County, AZ
2025-08-22 22:32:13,361 - WARNING - Could not geocode Pamela Park, Maricopa County, AZ
2025-08-22 22:32:15,500 - WARNING - Could not geocode Continental Terrace, Maricopa County, AZ
2025-08-22 22:32:16,378 - WARNING - Could not geocode Las Ligas, Maricopa County, AZ
2025-08-22 22:32:19,723 - WARNING - Could not geocode Lindsay Meadows, Maricopa County, AZ
2025-08-22 22:32:25,325 - WARNING - Could not geocode Glenarm Farms, Maricopa County, AZ
2025-08-22 22:32:41,456 - WARNING - Could not geocode Colony by the Green, Maricopa County, AZ
2025-08-22 22:32:41,484 - WARNING - Could not geocode San Michelle, Maricopa County, AZ
2025-08-22 22:32:48,238 - WARNING - Could not geocode Fincher Farms, Maricopa County, AZ
2025-08-22 22:32:49,054 - WARNING - Could not geocode Historic South Chandler, Maricopa County, AZ
2025-08-22 22:32:52,188 - WARNING - Could not geocode Ridgemere, Maricopa County, AZ
2025-08-22 22:32:54,564 - WARNING - Could not geocode Gilbert Homes, Maricopa County, AZ
2025-08-22 22:32:58,136 - WARNING - Could not geocode Gilburr Estates, Maricopa County, AZ
2025-08-22 22:33:00,505 - WARNING - Could not geocode Grand Reserve, Maricopa County, AZ
2025-08-22 22:33:01,860 - WARNING - Could not geocode Vista Alegre, Maricopa County, AZ
2025-08-22 22:33:06,843 - WARNING - Could not geocode Hunter Ridge, Maricopa County, AZ
2025-08-22 22:33:09,420 - WARNING - Could not geocode Mesquite Grove Estates, Maricopa County, AZ
2025-08-22 22:33:15,797 - INFO - Received an HTTP error (503): Query took too long to process.
2025-08-22 22:33:15,797 - WARNING - Attempt 1 failed for North Meadows: Non-successful status code 503
2025-08-22 22:33:16,547 - WARNING - Could not geocode Karen Manor, Maricopa County, AZ
2025-08-22 22:33:17,375 - WARNING - Could not geocode Pacific Palms, Maricopa County, AZ
2025-08-22 22:33:18,673 - WARNING - Could not geocode Gilbert and Ray Estates, Maricopa County, AZ
2025-08-22 22:33:20,506 - WARNING - Could not geocode Arrowhead Cove, Maricopa County, AZ
2025-08-22 22:33:25,900 - WARNING - Could not geocode Villa Royale III, Maricopa County, AZ
2025-08-22 22:33:26,816 - INFO - Received an HTTP error (503): Query took too long to process.
2025-08-22 22:33:26,816 - WARNING - Attempt 2 failed for North Meadows: Non-successful status code 503
2025-08-22 22:33:27,341 - WARNING - Could not geocode Chesapeak Park, Maricopa County, AZ
2025-08-22 22:33:29,233 - WARNING - Could not geocode Suntrails III, Maricopa County, AZ
2025-08-22 22:33:34,364 - WARNING - Could not geocode Sienna Heights, Maricopa County, AZ
2025-08-22 22:33:37,590 - WARNING - Could not geocode Countryside Manor, Maricopa County, AZ
2025-08-22 22:33:41,451 - WARNING - Could not geocode Sweetwater Heights, Maricopa County, AZ
2025-08-22 22:33:51,550 - WARNING - Could not geocode Val Vista Classic, Maricopa County, AZ
2025-08-22 22:33:53,239 - WARNING - Could not geocode Blakeman Ranch, Maricopa County, AZ
2025-08-22 22:33:54,507 - WARNING - Could not geocode Settler's Crossing, Maricopa County, AZ
2025-08-22 22:33:55,377 - WARNING - Could not geocode Hoy, Maricopa County, AZ
2025-08-22 22:33:56,309 - WARNING - Could not geocode Crimson Crossing, Maricopa County, AZ
2025-08-22 22:33:58,263 - WARNING - Could not geocode McAfee Heights, Maricopa County, AZ
2025-08-22 22:33:58,273 - INFO - Received an HTTP error (503): Query took too long to process.
2025-08-22 22:33:58,273 - WARNING - Attempt 1 failed for Park Manor: Non-successful status code 503
2025-08-22 22:34:01,473 - WARNING - Could not geocode Old West Estates, Maricopa County, AZ
2025-08-22 22:34:02,379 - WARNING - Could not geocode Templeton Place, Maricopa County, AZ
2025-08-22 22:34:11,336 - WARNING - Could not geocode Thunderbird Vista, Maricopa County, AZ
2025-08-22 22:34:12,461 - WARNING - Could not geocode Arizona Pinecrest, Maricopa County, AZ
2025-08-22 22:34:15,242 - WARNING - Could not geocode Festiva Court, Maricopa County, AZ
2025-08-22 22:34:17,210 - WARNING - Could not geocode Bridgeporte, Maricopa County, AZ
2025-08-22 22:34:22,229 - WARNING - Could not geocode Shavano, Maricopa County, AZ
2025-08-22 22:34:25,334 - WARNING - Could not geocode Talas, Maricopa County, AZ
2025-08-22 22:34:27,330 - WARNING - Could not geocode Tristan, Maricopa County, AZ
2025-08-22 22:34:30,697 - WARNING - Could not geocode Greenwood Glen, Maricopa County, AZ
2025-08-22 22:34:30,908 - WARNING - Could not geocode Sierra Springs, Maricopa County, AZ
2025-08-22 22:34:33,613 - WARNING - Could not geocode Riggs Country, Maricopa County, AZ
2025-08-22 22:34:35,535 - WARNING - Could not geocode Whispering Heights, Maricopa County, AZ
2025-08-22 22:34:36,576 - WARNING - Could not geocode Meadowbrook Village, Maricopa County, AZ
2025-08-22 22:34:41,319 - WARNING - Could not geocode Bell De Mar Crossing, Maricopa County, AZ
2025-08-22 22:34:42,553 - WARNING - Could not geocode Arbor Walk, Maricopa County, AZ
2025-08-22 22:34:43,256 - WARNING - Could not geocode Saguaro Shadows, Maricopa County, AZ
2025-08-22 22:35:00,839 - WARNING - Could not geocode Amphi, Pima County, AZ
2025-08-22 22:35:06,131 - WARNING - Could not geocode Groves Lincoln Park, Pima County, AZ
2025-08-22 22:35:13,647 - WARNING - Could not geocode Broadway Pantano East, Pima County, AZ
2025-08-22 22:35:15,250 - WARNING - Could not geocode Stella Mann, Pima County, AZ
2025-08-22 22:35:15,506 - WARNING - Could not geocode Terra Del Sol, Pima County, AZ
2025-08-22 22:35:17,101 - WARNING - Could not geocode Julia Keen, Pima County, AZ
2025-08-22 22:35:19,513 - WARNING - Could not geocode Rancho Buena, Pima County, AZ
2025-08-22 22:35:21,060 - WARNING - Could not geocode Westside Development, Pima County, AZ
2025-08-22 22:35:28,484 - WARNING - Could not geocode Harrison East-South, Pima County, AZ
2025-08-22 22:35:39,398 - WARNING - Could not geocode Las Vistas, Pima County, AZ
2025-08-22 22:35:41,015 - WARNING - Could not geocode Drexel Park, Pima County, AZ
2025-08-22 22:35:43,474 - WARNING - Could not geocode Santa Cruz Southwest, Pima County, AZ
2025-08-22 22:35:43,927 - WARNING - Could not geocode St. Cyrils, Pima County, AZ
2025-08-22 22:35:46,032 - WARNING - Could not geocode Dodge Flower, Pima County, AZ
2025-08-22 22:35:47,704 - WARNING - Could not geocode El G.H.E.K.O., Pima County, AZ
2025-08-22 22:35:55,772 - WARNING - Could not geocode Bravo Park Lane, Pima County, AZ
2025-08-22 22:35:58,025 - WARNING - Could not geocode Harlan Heights, Pima County, AZ
2025-08-22 22:36:02,528 - WARNING - Could not geocode Colonia Del Valle, Pima County, AZ
2025-08-22 22:36:03,132 - WARNING - Could not geocode Mountain First Avenue, Pima County, AZ
2025-08-22 22:36:06,145 - WARNING - Could not geocode Oak Flower, Pima County, AZ
2025-08-22 22:36:09,933 - WARNING - Could not geocode Doolen-Fruitvale, Pima County, AZ
2025-08-22 22:36:12,185 - WARNING - Could not geocode Miles East West, Pima County, AZ
2025-08-22 22:36:13,876 - WARNING - Could not geocode Mitman, Pima County, AZ
2025-08-22 22:36:18,090 - WARNING - Could not geocode Richland Heights East, Pima County, AZ
2025-08-22 22:36:19,979 - WARNING - Could not geocode Rosemont West, Pima County, AZ
2025-08-22 22:36:23,252 - WARNING - Could not geocode Country Glenn, Pima County, AZ
2025-08-22 22:36:24,493 - WARNING - Could not geocode Swan Way Park, Pima County, AZ
2025-08-22 22:36:25,915 - WARNING - Could not geocode Ocotillo Oracle, Pima County, AZ
2025-08-22 22:36:31,915 - WARNING - Could not geocode Poets Square, Pima County, AZ
2025-08-22 22:36:34,001 - WARNING - Could not geocode Richland Heights West, Pima County, AZ
2025-08-22 22:36:38,593 - WARNING - Could not geocode Highland Vista Cinco Via, Pima County, AZ
2025-08-22 22:36:43,019 - WARNING - Could not geocode El Montevideo, Pima County, AZ
2025-08-22 22:36:45,156 - WARNING - Could not geocode Thunderbird Heights-Wilmot Desert Estates, Pima County, AZ
2025-08-22 22:36:46,843 - WARNING - Could not geocode Alvernon Heights, Pima County, AZ
2025-08-22 22:36:51,509 - WARNING - Could not geocode Desert Aire-Loma Linda, Pima County, AZ
2025-08-22 22:36:51,604 - WARNING - Could not geocode Desert Palms Park, Pima County, AZ
2025-08-22 22:36:53,832 - WARNING - Could not geocode Mortimore, Pima County, AZ
2025-08-22 22:36:54,954 - WARNING - Could not geocode Rosemont East, Pima County, AZ
2025-08-22 22:36:59,411 - WARNING - Could not geocode Gail Gardener, Yavapai County, AZ
2025-08-22 22:37:04,245 - WARNING - Could not geocode Yuma Townsite, Yuma County, AZ
2025-08-22 22:37:08,111 - WARNING - Could not geocode Savant Estates, Yuma County, AZ
2025-08-22 22:37:09,448 - WARNING - Could not geocode Sierra Sunset, Yuma County, AZ
2025-08-22 22:37:12,157 - WARNING - Could not geocode Cibola Heights, Yuma County, AZ
2025-08-22 22:37:13,663 - WARNING - Could not geocode The Terraces at the View, Yuma County, AZ
2025-08-22 22:37:14,326 - WARNING - Could not geocode Falls Ranch, Yuma County, AZ
2025-08-22 22:37:19,164 - WARNING - Could not geocode Ellington, Yuma County, AZ
2025-08-22 22:37:20,482 - WARNING - Could not geocode La Verne Terrace, Yuma County, AZ
2025-08-22 22:37:24,404 - WARNING - Could not geocode Yuma Country Club Estates, Yuma County, AZ
2025-08-22 22:37:27,420 - WARNING - Could not geocode Villa Hermosa, Yuma County, AZ
2025-08-22 22:37:28,441 - WARNING - Could not geocode Lowell Manor, Yuma County, AZ
2025-08-22 22:37:30,443 - WARNING - Could not geocode Ponderosa Valley Estates, Yuma County, AZ
2025-08-22 22:37:32,536 - WARNING - Could not geocode La Mesa Linda, Yuma County, AZ
2025-08-22 22:37:36,460 - WARNING - Could not geocode Mesa Heights, Yuma County, AZ
2025-08-22 22:37:41,516 - WARNING - Could not geocode Pioneer Park, Yuma County, AZ
2025-08-22 22:37:42,527 - WARNING - Could not geocode Hillside Manor, Yuma County, AZ
2025-08-22 22:37:46,249 - WARNING - Could not geocode Cibola Five, Yuma County, AZ
2025-08-22 22:37:48,569 - WARNING - Could not geocode Picacho Village, Yuma County, AZ
2025-08-22 22:37:52,334 - WARNING - Could not geocode Bel-Aire Estates, Yuma County, AZ
2025-08-22 22:37:54,000 - WARNING - Could not geocode Desert Ridge, Yuma County, AZ
2025-08-22 22:37:57,494 - WARNING - Could not geocode College Park, Yuma County, AZ
2025-08-22 22:37:58,610 - WARNING - Could not geocode Palm Croft Estates, Yuma County, AZ
2025-08-22 22:37:59,307 - WARNING - Could not geocode The Speese, Yuma County, AZ
2025-08-22 22:38:02,789 - WARNING - Could not geocode Sunset Mountain Villas, Yuma County, AZ
2025-08-22 22:38:03,212 - WARNING - Could not geocode Sanguinetti Manor, Yuma County, AZ
2025-08-22 22:38:05,174 - WARNING - Could not geocode Atmar, Yuma County, AZ
2025-08-22 22:38:07,508 - WARNING - Could not geocode Tierra Kino, Yuma County, AZ
2025-08-22 22:38:10,505 - WARNING - Could not geocode Castle View, Yuma County, AZ
2025-08-22 22:38:11,502 - WARNING - Could not geocode West Ridge Estates, Yuma County, AZ
2025-08-22 22:38:14,328 - WARNING - Could not geocode Sheffield Estates, Yuma County, AZ
2025-08-22 22:38:17,393 - WARNING - Could not geocode The Dunes, Yuma County, AZ
2025-08-22 22:38:19,210 - WARNING - Could not geocode Tillman Estates, Yuma County, AZ
2025-08-22 22:38:21,525 - WARNING - Could not geocode Sierra Monta+¦a, Yuma County, AZ
2025-08-22 22:38:23,375 - WARNING - Could not geocode Cresta Gila Estates, Yuma County, AZ
2025-08-22 22:38:25,792 - WARNING - Could not geocode Harder-Tennyson, Alameda County, CA
2025-08-22 22:38:27,105 - WARNING - Could not geocode Jackson Triangle, Alameda County, CA
2025-08-22 22:38:27,876 - WARNING - Could not geocode Tennyson-Alquire, Alameda County, CA
2025-08-22 22:38:28,789 - WARNING - Could not geocode Halcyon Foothill, Alameda County, CA
2025-08-22 22:38:30,023 - WARNING - Could not geocode Mission-Foothill, Alameda County, CA
2025-08-22 22:38:30,880 - WARNING - Could not geocode Hayward Highland, Alameda County, CA
2025-08-22 22:38:31,714 - WARNING - Could not geocode Cherry-Guardino, Alameda County, CA
2025-08-22 22:38:32,948 - WARNING - Could not geocode Longwood-Winton Grove, Alameda County, CA
2025-08-22 22:38:33,791 - WARNING - Could not geocode Kimber-Gomes, Alameda County, CA
2025-08-22 22:38:34,768 - WARNING - Could not geocode Bronze Coast, Alameda County, CA
2025-08-22 22:38:36,029 - WARNING - Could not geocode Floresta Gardens, Alameda County, CA
2025-08-22 22:38:37,630 - WARNING - Could not geocode Harbor Bay Isle, Alameda County, CA
2025-08-22 22:38:38,331 - WARNING - Could not geocode Oakland Avenue/Harrison Street, Alameda County, CA
2025-08-22 22:38:39,892 - WARNING - Could not geocode Whitman-Mocine, Alameda County, CA
2025-08-22 22:38:40,925 - WARNING - Could not geocode Lakes and Birds, Alameda County, CA
2025-08-22 22:38:40,933 - WARNING - Could not geocode Upper B Street, Alameda County, CA
2025-08-22 22:38:42,133 - WARNING - Could not geocode Vineyards-Avalon, Alameda County, CA
2025-08-22 22:38:43,083 - WARNING - Could not geocode Upper Laurel, Alameda County, CA
2025-08-22 22:38:43,785 - WARNING - Could not geocode North Stonehurst, Alameda County, CA
2025-08-22 22:38:44,701 - WARNING - Could not geocode Merriwood, Alameda County, CA
2025-08-22 22:38:45,772 - WARNING - Could not geocode Eastmont Hills, Alameda County, CA
2025-08-22 22:38:46,676 - WARNING - Could not geocode Iveywood, Alameda County, CA
2025-08-22 22:38:47,841 - WARNING - Could not geocode Caballo Hills, Alameda County, CA
2025-08-22 22:38:48,627 - WARNING - Could not geocode Estudiollo Estates, Alameda County, CA
2025-08-22 22:38:49,817 - WARNING - Could not geocode Produce & Waterfront, Alameda County, CA
2025-08-22 22:38:50,944 - WARNING - Could not geocode Wentworth/Holland, Alameda County, CA
2025-08-22 22:38:51,744 - WARNING - Could not geocode Toler Heights, Alameda County, CA
2025-08-22 22:38:52,754 - WARNING - Could not geocode Lockwood Tevis, Alameda County, CA
