Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment,ROI,Current_Value,CountyName,State,City,Price_Per_Sqft,Bed_Bath_Ratio,Lot_Size_Sqft
"9142, Jackson Street, Pacific Heights, San Francisco, CA 94102",37.798518,-122.425052,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1891,4006,3,2,10583,3069407,38367,0,2,Central Heating,Evaporative,"Washer, Dishwasher, Dryer","Spacious backyard, Renovated kitchen, Built-in storage",San Francisco Archdiocese,80,73,2022-09-01,2614912,5805,8.12,3069407,San Francisco,CA,Pacific Heights,766.2024463305042,1.5,10583
"7218, California Street, Pacific Heights, San Francisco, CA 94102",37.796319,-122.437129,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1903,4189,6,5,11823,3692804,46160,0,1,Wall Unit,Central Air,"Oven, Refrigerator, Dryer, Garbage Disposal, Dishwasher","Carpet floors, Spacious backyard, Close to public transportation",Private Schools,77,71,2022-10-24,2922811,6984,6.65,3692804,San Francisco,CA,Pacific Heights,881.5478634518978,1.2,11823
"9389, Pacific Avenue, Pacific Heights, San Francisco, CA 94102",37.790091,-122.437151,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1882,2847,5,4,6943,3970689,49633,0,1,Wall Unit,Central Air,"Dryer, Refrigerator, Garbage Disposal, Microwave","Modern kitchen, Close to parks, Landscaped backyard",Charter Schools,82,79,2024-05-11,3381860,7510,7.78,3970689,San Francisco,CA,Pacific Heights,1394.6923076923076,1.25,6943
"8929, Washington Street, Pacific Heights, San Francisco, CA 94102",37.794926,-122.42985,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1925,2868,4,3,10734,4246180,53077,0,1,Baseboard,Central Air,"Washer, Refrigerator, Oven","Landscaped backyard, Laminate floors, Close to parks, Updated kitchen, High ceilings",Private Schools,87,85,2024-05-21,3731870,8032,8.63,4246180,San Francisco,CA,Pacific Heights,1480.5369595536959,1.3333333333333333,10734
"8118, Washington Street, Pacific Heights, San Francisco, CA 94102",37.796333,-122.435234,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1933,3425,3,2,8396,4382651,54783,0,1,Baseboard,Window Unit,"Oven, Washer, Dishwasher, Dryer, Garbage Disposal, Microwave","Hardwood floors, Close to parks, Private backyard",San Francisco Unified School District,90,75,2021-11-01,3591382,8290,8.78,4382651,San Francisco,CA,Pacific Heights,1279.6061313868613,1.5,8396
"8849, California Street, Pacific Heights, San Francisco, CA 94102",37.79255,-122.431801,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1881,2697,6,5,6541,4496412,56205,0,2,Radiant,Evaporative,"Dishwasher, Microwave, Dryer, Washer","Spacious backyard, High ceilings, Modern kitchen",San Francisco Archdiocese,87,79,2022-05-10,3153516,8504,8.18,4496412,San Francisco,CA,Pacific Heights,1667.19021134594,1.2,6541
"8318, Sacramento Street, Pacific Heights, San Francisco, CA 94102",37.790144,-122.430225,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1896,3754,3,3,14390,2999754,37496,0,0,Wall Unit,Window Unit,"Washer, Garbage Disposal, Dishwasher","Hardwood floors, Spacious backyard, Built-in storage, Close to parks, Updated kitchen",Charter Schools,76,79,2022-01-10,2121936,5672,8.43,2999754,San Francisco,CA,Pacific Heights,799.0820458177943,1.0,14390
"8738, Jackson Street, Pacific Heights, San Francisco, CA 94102",37.795959,-122.436157,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1911,3597,4,4,7877,3640957,45511,426,2,Radiant,Central Air,"Microwave, Oven, Dryer, Refrigerator, Dishwasher, Garbage Disposal","Built-in storage, Renovated kitchen, Close to shopping, Concrete floors, Spacious backyard",San Francisco Unified School District,89,75,2021-09-07,3132764,6886,7.23,3640957,San Francisco,CA,Pacific Heights,1012.2204614956909,1.0,7877
"2034, Pacific Avenue, Pacific Heights, San Francisco, CA 94102",37.791907,-122.43397,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1911,3497,4,3,8790,4111951,51399,0,0,Wall Unit,Mini Split,"Washer, Garbage Disposal, Dryer, Dishwasher, Microwave, Oven","Close to parks, Hardwood floors, Renovated kitchen, Fireplace, Landscaped backyard",Private Schools,82,84,2021-06-12,3074339,7777,8.41,4111951,San Francisco,CA,Pacific Heights,1175.8510151558478,1.3333333333333333,8790
"3676, Pacific Avenue, Pacific Heights, San Francisco, CA 94102",37.79267,-122.42977,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1927,3416,4,4,8267,3331506,41643,0,1,Wall Unit,Window Unit,"Washer, Microwave, Oven","Close to restaurants, Spacious backyard, Carpet floors, Modern kitchen, Fireplace",San Francisco Archdiocese,85,72,2021-04-11,2834594,6301,7.44,3331506,San Francisco,CA,Pacific Heights,975.2652224824355,1.0,8267
"2992, Sacramento Street, Pacific Heights, San Francisco, CA 94102",37.793629,-122.422434,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1897,2726,3,2,10756,4305358,53816,0,2,Baseboard,Window Unit,"Dryer, Dishwasher, Garbage Disposal, Washer, Oven, Refrigerator","Tile floors, Close to shopping, Built-in storage, Private backyard, Renovated kitchen",San Francisco Archdiocese,78,79,2020-10-10,3241050,8142,7.09,4305358,San Francisco,CA,Pacific Heights,1579.3683052090976,1.5,10756
"1677, Sacramento Street, Pacific Heights, San Francisco, CA 94102",37.799216,-122.430179,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1924,4118,5,4,11125,3355767,41947,441,2,Radiant,Mini Split,"Dishwasher, Garbage Disposal, Microwave, Oven, Washer","Close to public transportation, Renovated kitchen, Private backyard",San Francisco Archdiocese,85,82,2020-12-20,2564579,6347,7.6,3355767,San Francisco,CA,Pacific Heights,814.9021369596892,1.25,11125
"8144, Washington Street, Pacific Heights, San Francisco, CA 94102",37.796157,-122.428592,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1887,3445,4,3,11832,3688494,46106,598,2,Central Heating,None,"Refrigerator, Dryer, Washer, Garbage Disposal","Hardwood floors, Landscaped backyard, Close to public transportation, Renovated kitchen, Fireplace",Private Schools,90,71,2021-09-25,2833708,6976,8.05,3688494,San Francisco,CA,Pacific Heights,1070.6804063860668,1.3333333333333333,11832
"1342, Washington Street, Pacific Heights, San Francisco, CA 94102",37.791723,-122.432509,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1926,3209,4,3,11159,4301888,53773,470,0,Central Heating,Central Air,"Washer, Garbage Disposal, Microwave","Laminate floors, Close to public transportation, Spacious backyard, Renovated kitchen, Fireplace",Private Schools,85,76,2020-12-07,3097805,8137,7.86,4301888,San Francisco,CA,Pacific Heights,1340.5696478653786,1.3333333333333333,11159
"1401, California Street, Pacific Heights, San Francisco, CA 94102",37.7931,-122.434786,Pacific Heights,2025-08-31,Single Family Home,Victorian/Classic,1925,2550,4,3,10039,4442692,55533,739,1,Wall Unit,Window Unit,"Refrigerator, Microwave, Dryer","Carpet floors, Private backyard, High ceilings",Private Schools,75,76,2024-07-07,3751280,8403,7.58,4442692,San Francisco,CA,Pacific Heights,1742.2321568627451,1.3333333333333333,10039
"6921, Green Street, Marina, San Francisco, CA 94102",37.80572,-122.420091,Marina,2025-08-31,Single Family Home,Mediterranean,1929,3954,4,3,8396,3787417,47342,418,1,Central Heating,Window Unit,"Oven, Garbage Disposal, Microwave, Washer, Dishwasher, Refrigerator","Close to public transportation, Laminate floors, Fireplace",San Francisco Archdiocese,90,82,2022-04-22,3308099,7164,6.73,3787417,San Francisco,CA,Marina,957.8697521497218,1.3333333333333333,8396
"2671, Lombard Street, Marina, San Francisco, CA 94102",37.801915,-122.436942,Marina,2025-08-31,Single Family Home,Mediterranean,1931,3532,4,3,12315,2945945,36824,0,1,Forced Air,Evaporative,"Dishwasher, Garbage Disposal, Washer, Oven, Microwave, Refrigerator","Fireplace, Spacious backyard, Close to public transportation, Carpet floors",Charter Schools,80,77,2023-04-03,2281247,5571,6.62,2945945,San Francisco,CA,Marina,834.0727633069083,1.3333333333333333,12315
"181, Chestnut Street, Marina, San Francisco, CA 94102",37.805559,-122.436596,Marina,2025-08-31,Single Family Home,Mediterranean,1947,3035,4,3,6258,3466964,43337,742,1,Wall Unit,Evaporative,"Garbage Disposal, Refrigerator, Dishwasher, Microwave","Renovated kitchen, Close to shopping, Private backyard, Tile floors, High ceilings",San Francisco Unified School District,83,84,2021-02-26,2802368,6557,6.55,3466964,San Francisco,CA,Marina,1142.3275123558485,1.3333333333333333,6258
"2305, Chestnut Street, Marina, San Francisco, CA 94102",37.80595,-122.42061,Marina,2025-08-31,Single Family Home,Mediterranean,1928,3673,4,4,7825,3466609,43332,0,1,Wall Unit,Central Air,"Microwave, Dishwasher, Refrigerator","Tile floors, Close to restaurants, Spacious backyard, Renovated kitchen, Built-in storage",Private Schools,87,75,2021-05-06,2611864,6557,6.88,3466609,San Francisco,CA,Marina,943.8086033215355,1.0,7825
"8720, Marina Boulevard, Marina, San Francisco, CA 94102",37.801456,-122.420831,Marina,2025-08-31,Single Family Home,Mediterranean,1933,3240,5,4,8695,3239003,40487,0,2,Baseboard,Mini Split,"Garbage Disposal, Microwave, Dishwasher","Private backyard, Modern kitchen, High ceilings, Close to restaurants",Charter Schools,83,82,2024-02-09,2445767,6125,7.91,3239003,San Francisco,CA,Marina,999.6922839506173,1.25,8695
"9766, Chestnut Street, Marina, San Francisco, CA 94102",37.804035,-122.43695,Marina,2025-08-31,Single Family Home,Mediterranean,1928,2347,5,4,6500,3384782,42309,0,0,Forced Air,Central Air,"Refrigerator, Oven, Microwave, Washer, Garbage Disposal","Private backyard, Close to restaurants, Fireplace, Renovated kitchen, Tile floors",San Francisco Archdiocese,87,81,2023-05-31,2947663,6401,7.98,3384782,San Francisco,CA,Marina,1442.173838943332,1.25,6500
"6094, Union Street, Marina, San Francisco, CA 94102",37.802904,-122.428409,Marina,2025-08-31,Single Family Home,Mediterranean,1923,3677,3,3,13142,3310256,41378,601,2,Forced Air,None,"Dishwasher, Oven, Microwave, Garbage Disposal","Built-in storage, Landscaped backyard, Close to parks",San Francisco Archdiocese,80,78,2023-10-20,2843712,6261,6.53,3310256,San Francisco,CA,Marina,900.2599945607833,1.0,13142
"7566, Chestnut Street, Marina, San Francisco, CA 94102",37.809092,-122.42489,Marina,2025-08-31,Single Family Home,Mediterranean,1930,2240,5,4,7902,2609018,32612,733,1,Wall Unit,Mini Split,"Dryer, Microwave, Oven","Close to shopping, Fireplace, Updated kitchen",Charter Schools,80,78,2023-05-17,2173465,4934,6.58,2609018,San Francisco,CA,Marina,1164.7401785714285,1.25,7902
"6862, Chestnut Street, Marina, San Francisco, CA 94102",37.80538,-122.420142,Marina,2025-08-31,Single Family Home,Mediterranean,1939,3556,3,3,7599,2974413,37180,0,0,Wall Unit,Central Air,"Dishwasher, Washer, Microwave","High ceilings, Close to public transportation, Spacious backyard",Private Schools,88,82,2021-01-05,2235419,5625,6.33,2974413,San Francisco,CA,Marina,836.4491001124859,1.0,7599
"8341, Marina Boulevard, Marina, San Francisco, CA 94102",37.801314,-122.429212,Marina,2025-08-31,Single Family Home,Mediterranean,1920,2550,3,2,5929,2335749,29196,517,1,Central Heating,Central Air,"Dryer, Oven, Refrigerator, Washer","Landscaped backyard, Concrete floors, Close to parks, Updated kitchen",San Francisco Unified School District,80,76,2021-09-23,1897856,4418,6.37,2335749,San Francisco,CA,Marina,915.98,1.5,5929
"1234, Green Street, Marina, San Francisco, CA 94102",37.807669,-122.424069,Marina,2025-08-31,Single Family Home,Mediterranean,1927,3147,5,4,6430,2835401,35442,0,1,Central Heating,Mini Split,"Washer, Dishwasher, Refrigerator, Dryer","Close to public transportation, Spacious backyard, Fireplace",San Francisco Unified School District,90,75,2021-09-04,2442897,5362,7.34,2835401,San Francisco,CA,Marina,900.9853829043534,1.25,6430
"1681, Union Street, Marina, San Francisco, CA 94102",37.809002,-122.421183,Marina,2025-08-31,Single Family Home,Mediterranean,1932,3769,5,4,10403,3506848,43835,0,2,Radiant,Evaporative,"Dryer, Oven, Dishwasher","High ceilings, Carpet floors, Modern kitchen",San Francisco Unified School District,80,85,2023-05-18,2693904,6632,6.08,3506848,San Francisco,CA,Marina,930.4452109312815,1.25,10403
"1459, Union Street, Marina, San Francisco, CA 94102",37.809049,-122.426611,Marina,2025-08-31,Single Family Home,Mediterranean,1936,2706,3,2,9985,3187743,39846,0,1,Central Heating,Mini Split,"Garbage Disposal, Dishwasher, Dryer, Oven, Washer, Microwave","Close to shopping, Tile floors, Fireplace",Charter Schools,84,79,2023-10-10,2850652,6029,7.91,3187743,San Francisco,CA,Marina,1178.0277161862527,1.5,9985
"5158, Lombard Street, Marina, San Francisco, CA 94102",37.804283,-122.420638,Marina,2025-08-31,Single Family Home,Mediterranean,1931,3084,5,4,10995,3514235,43927,597,2,Radiant,Window Unit,"Garbage Disposal, Washer, Oven, Microwave, Dryer","Modern kitchen, Private backyard, Close to shopping, Laminate floors",San Francisco Unified School District,85,75,2023-09-02,2927789,6646,8.0,3514235,San Francisco,CA,Marina,1139.5055123216603,1.25,10995
"8048, Chestnut Street, Marina, San Francisco, CA 94102",37.800882,-122.430373,Marina,2025-08-31,Single Family Home,Mediterranean,1940,2514,5,4,7401,3506704,43833,0,1,Radiant,None,"Refrigerator, Oven, Washer, Dryer, Dishwasher, Garbage Disposal","Fireplace, Close to parks, Private backyard",Private Schools,80,80,2023-08-19,3119532,6632,6.01,3506704,San Francisco,CA,Marina,1394.8703261734288,1.25,7401
"7825, Green Street, Marina, San Francisco, CA 94102",37.800904,-122.422177,Marina,2025-08-31,Single Family Home,Mediterranean,1941,3995,3,4,9942,2522167,31527,337,2,Wall Unit,Window Unit,"Dryer, Microwave, Oven, Washer","Landscaped backyard, Hardwood floors, Close to public transportation, Built-in storage",San Francisco Archdiocese,87,75,2022-11-09,2234541,4769,6.52,2522167,San Francisco,CA,Marina,631.3309136420526,0.75,9942
"5959, Lombard Street, Marina, San Francisco, CA 94102",37.806795,-122.437865,Marina,2025-08-31,Single Family Home,Mediterranean,1940,3997,4,4,9049,3413001,42662,0,0,Forced Air,Mini Split,"Dishwasher, Dryer, Oven, Garbage Disposal","Modern kitchen, High ceilings, Hardwood floors, Close to shopping, Spacious backyard",Charter Schools,86,75,2022-05-03,3004864,6455,6.56,3413001,San Francisco,CA,Marina,853.8906680010008,1.0,9049
"6726, Union Street, Marina, San Francisco, CA 94102",37.804428,-122.435862,Marina,2025-08-31,Single Family Home,Mediterranean,1932,2641,4,4,6820,2420970,30262,0,2,Wall Unit,Window Unit,"Dishwasher, Garbage Disposal, Refrigerator, Washer, Oven, Dryer","Private backyard, Renovated kitchen, Built-in storage",San Francisco Archdiocese,84,79,2022-06-26,2135664,4578,6.48,2420970,San Francisco,CA,Marina,916.6868610374858,1.0,6820
"403, Marina Boulevard, Marina, San Francisco, CA 94102",37.805856,-122.436053,Marina,2025-08-31,Single Family Home,Mediterranean,1945,2711,4,4,9012,2462174,30777,342,1,Baseboard,Evaporative,"Dryer, Garbage Disposal, Dishwasher, Washer, Refrigerator","Tile floors, Close to public transportation, Modern kitchen",Charter Schools,85,84,2023-12-11,1895951,4655,6.66,2462174,San Francisco,CA,Marina,908.2161563998525,1.0,9012
"3890, Chestnut Street, Marina, San Francisco, CA 94102",37.803752,-122.430511,Marina,2025-08-31,Single Family Home,Mediterranean,1949,3778,5,4,7996,3512266,43903,0,1,Radiant,Central Air,"Garbage Disposal, Microwave, Dryer, Oven, Washer, Dishwasher","Hardwood floors, Fireplace, Close to public transportation, Modern kitchen",Private Schools,80,82,2024-04-25,2941252,6642,6.91,3512266,San Francisco,CA,Marina,929.6627845420858,1.25,7996
"3145, Marina Boulevard, Marina, San Francisco, CA 94102",37.809296,-122.429769,Marina,2025-08-31,Single Family Home,Mediterranean,1929,3279,4,3,9925,2764037,34550,0,0,Forced Air,None,"Garbage Disposal, Microwave, Refrigerator, Dryer","Close to shopping, Private backyard, Updated kitchen, Built-in storage, Carpet floors",San Francisco Archdiocese,83,77,2021-05-10,2111284,5227,7.4,2764037,San Francisco,CA,Marina,842.9512046355596,1.3333333333333333,9925
"2061, Lombard Street, Marina, San Francisco, CA 94102",37.808318,-122.433432,Marina,2025-08-31,Single Family Home,Mediterranean,1926,2959,5,4,7417,2660967,33262,0,2,Baseboard,Evaporative,"Dishwasher, Dryer, Refrigerator, Garbage Disposal, Washer, Oven","Close to public transportation, Built-in storage, Updated kitchen, Spacious backyard, Hardwood floors",Private Schools,80,83,2020-12-16,2129982,5032,6.18,2660967,San Francisco,CA,Marina,899.2791483609327,1.25,7417
"6631, Marina Boulevard, Marina, San Francisco, CA 94102",37.806944,-122.420001,Marina,2025-08-31,Single Family Home,Mediterranean,1925,3646,5,4,12979,2303562,28794,781,2,Radiant,Central Air,"Garbage Disposal, Oven, Dryer, Washer, Dishwasher","Private backyard, Tile floors, Close to parks, Fireplace",Charter Schools,87,81,2022-12-04,1844907,4356,7.36,2303562,San Francisco,CA,Marina,631.8052660449808,1.25,12979
"3750, Union Street, Marina, San Francisco, CA 94102",37.809063,-122.420256,Marina,2025-08-31,Single Family Home,Mediterranean,1943,3910,3,3,10344,3092976,38662,0,0,Baseboard,None,"Washer, Garbage Disposal, Refrigerator","High ceilings, Landscaped backyard, Close to public transportation, Modern kitchen",San Francisco Unified School District,80,77,2022-09-15,2763318,5849,6.19,3092976,San Francisco,CA,Marina,791.0424552429668,1.0,10344
